ProdutoID;Produtos;Subcategoria;Categoria;VendalD;Data;ProdutoID;Quantidade;Receita;Custo;Lucro;Regiao;Vendedor;Tipo Perda;Valor Perda;Status da Venda;
52;Tênis Adidas;Calçados;Calçados;48;21/03/2019;52;7;R$ 17.031,00;R$ 13.113,87;R$ 3.917,13;Sudeste;João;Devolução;R$ 381,00;Com Perda;
17;Notebook Dell Inspiron;Notebooks;Informática;66;07/02/2024;17;2;R$ 7.006,00;R$ 3.993,42;R$ 3.012,58;Sul;Lucas;Devolução;R$ 424,00;Com Perda;
13;Smart TV Samsung 50;TVs;Eletrônicos;52;18/05/2016;13;10;R$ 47.620,00;R$ 33.810,20;R$ 13.809,80;Norte;Marcos;Cancelamento;R$ 484,00;Com Perda;
19;Notebook Lenovo IdeaPad;Notebooks;Informática;57;14/03/2021;19;3;R$ 8.973,00;R$ 6.640,02;R$ 2.332,98;Centro-Oeste;André;Sem perda;R$ 0,00;Com Perda;
43;Sofá 3 Lugares;Móveis;Casa;96;16/08/2024;43;9;R$ 25.938,00;R$ 16.081,56;R$ 9.856,44;Centro-Oeste;André;Cancelamento;R$ 376,00;Com Perda;
66;Creme Facial;Beleza;Beleza;33;13/07/2018;66;5;R$ 17.615,00;R$ 12.858,95;R$ 4.756,05;Nordeste;Fernanda;Cancelamento;R$ 451,00;Com Perda;
90;Impressora Epson;Informática;Informática;59;25/04/2015;90;1;R$ 1.433,00;R$ 888,46;R$ 544,54;Nordeste;Carlos;Devolução;R$ 354,00;Com Perda;
34;Microondas Panasonic;Eletrodomésticos;Casa;11;25/09/2015;34;2;R$ 6.898,00;R$ 3.793,90;R$ 3.104,10;Centro-Oeste;Diego;Sem perda;R$ 0,00;Com Perda;
70;Bola de Futebol;Esportes;Esportes;70;28/12/2015;70;9;R$ 17.019,00;R$ 10.041,21;R$ 6.977,79;Nordeste;Fernanda;Desconto;R$ 272,00;Com Perda;
34;Microondas Panasonic;Eletrodomésticos;Casa;92;26/08/2025;34;4;R$ 2.176,00;R$ 1.349,12;R$ 826,88;Sul;Maria;Cancelamento;R$ 348,00;Com Perda;
79;Pneu Aro 17;Automotivo;Automotivo;1;05/08/2015;79;6;R$ 10.368,00;R$ 8.294,40;R$ 2.073,60;Nordeste;Carlos;Devolução;R$ 417,00;Com Perda;
90;Impressora Epson;Informática;Informática;7;05/10/2024;90;1;R$ 757,00;R$ 454,20;R$ 302,80;Centro-Oeste;Diego;Devolução;R$ 384,00;Com Perda;
98;Pen Drive 64GB;Informática;Informática;4;14/03/2016;98;4;R$ 1.400,00;R$ 714,00;R$ 686,00;Centro-Oeste;Carla;Cancelamento;R$ 418,00;Com Perda;
4;Samsung Galaxy S21;Smartphones;Eletrônicos;16;07/07/2018;4;8;R$ 36.208,00;R$ 27.880,16;R$ 8.327,84;Norte;Marcos;Cancelamento;R$ 390,00;Com Perda;
51;Tênis Nike;Calçados;Calçados;86;21/06/2025;51;8;R$ 912,00;R$ 528,96;R$ 383,04;Centro-Oeste;Diego;Sem perda;R$ 0,00;Com Perda;
9;Motorola Edge 30;Smartphones;Eletrônicos;1;28/05/2022;9;6;R$ 29.832,00;R$ 23.865,60;R$ 5.966,40;Sudeste;Ana;Desconto;R$ 387,00;Com Perda;
13;Smart TV Samsung 50;TVs;Eletrônicos;87;02/11/2018;13;10;R$ 42.300,00;R$ 27.072,00;R$ 15.228,00;Norte;Marcos;Devolução;R$ 328,00;Com Perda;
11;Smart TV LG 43;TVs;Eletrônicos;56;25/11/2015;11;3;R$ 6.690,00;R$ 3.947,10;R$ 2.742,90;Nordeste;Rafael;Devolução;R$ 55,00;Com Perda;
100;Porta Cartão de Couro;Acessórios;Informática;47;04/01/2017;100;9;R$ 27.594,00;R$ 20.143,62;R$ 7.450,38;Sul;Bruno;Desconto;R$ 491,00;Com Perda;
50;Cama Box Solteiro;Móveis;Casa;32;07/09/2018;50;2;R$ 8.106,00;R$ 4.053,00;R$ 4.053,00;Norte;Marcos;Desconto;R$ 258,00;Com Perda;
92;Monitor LG 24;Informática;Informática;8;02/10/2022;92;4;R$ 11.376,00;R$ 8.532,00;R$ 2.844,00;Nordeste;Fernanda;Cancelamento;R$ 88,00;Com Perda;
42;Sofá 2 Lugares;Móveis;Casa;13;05/04/2022;42;3;R$ 1.494,00;R$ 971,10;R$ 522,90;Nordeste;Rafael;Devolução;R$ 377,00;Com Perda;
65;Perfume Feminino;Beleza;Beleza;85;18/04/2023;65;6;R$ 21.630,00;R$ 12.329,10;R$ 9.300,90;Sul;Bruno;Cancelamento;R$ 488,00;Com Perda;
99;Pen Drive 128GB;Informática;Informática;74;20/08/2022;99;9;R$ 31.590,00;R$ 23.060,70;R$ 8.529,30;Norte;Marcos;Sem perda;R$ 0,00;Com Perda;
95;Switch de Rede;Informática;Informática;95;27/05/2020;95;2;R$ 1.298,00;R$ 1.025,42;R$ 272,58;Sul;Lucas;Cancelamento;R$ 480,00;Com Perda;
73;Halter 5kg;Esportes;Esportes;57;19/08/2025;73;2;R$ 5.944,00;R$ 3.328,64;R$ 2.615,36;Norte;Juliana;Desconto;R$ 322,00;Com Perda;
81;Bateria Automotiva;Automotivo;Automotivo;97;24/01/2016;81;7;R$ 23.002,00;R$ 14.721,28;R$ 8.280,72;Nordeste;Fernanda;Sem perda;R$ 0,00;Com Perda;
86;Lápis HB;Papelaria;Papelaria;48;11/05/2022;86;7;R$ 12.425,00;R$ 7.455,00;R$ 4.970,00;Nordeste;Fernanda;Cancelamento;R$ 331,00;Com Perda;
15;Smart TV TCL 43;TVs;Eletrônicos;42;18/01/2015;15;8;R$ 24.184,00;R$ 17.654,32;R$ 6.529,68;Centro-Oeste;André;Desconto;R$ 165,00;Com Perda;
87;Mochila Escolar;Papelaria;Papelaria;30;21/02/2022;87;2;R$ 2.726,00;R$ 1.744,64;R$ 981,36;Centro-Oeste;Diego;Cancelamento;R$ 253,00;Com Perda;
8;Xiaomi Redmi Note 12;Smartphones;Eletrônicos;73;20/12/2015;8;2;R$ 2.838,00;R$ 1.532,52;R$ 1.305,48;Nordeste;Carlos;Devolução;R$ 326,00;Com Perda;
19;Notebook Lenovo IdeaPad;Notebooks;Informática;4;04/04/2017;19;1;R$ 2.338,00;R$ 1.543,08;R$ 794,92;Norte;Juliana;Cancelamento;R$ 181,00;Com Perda;
85;Caneta Esferográfica;Papelaria;Papelaria;35;14/11/2017;85;6;R$ 13.572,00;R$ 7.736,04;R$ 5.835,96;Norte;Marcos;Desconto;R$ 358,00;Com Perda;
33;Geladeira Samsung;Eletrodomésticos;Casa;47;13/06/2024;33;7;R$ 22.953,00;R$ 14.230,86;R$ 8.722,14;Sudeste;João;Desconto;R$ 146,00;Com Perda;
54;Sapato Social Masculino;Calçados;Calçados;54;07/02/2024;54;2;R$ 1.484,00;R$ 801,36;R$ 682,64;Norte;Paula;Cancelamento;R$ 292,00;Com Perda;
19;Notebook Lenovo IdeaPad;Notebooks;Informática;89;02/05/2015;19;9;R$ 39.006,00;R$ 23.013,54;R$ 15.992,46;Centro-Oeste;Carla;Devolução;R$ 356,00;Com Perda;
82;Palheta Limpador;Automotivo;Automotivo;72;07/07/2025;82;9;R$ 17.739,00;R$ 13.659,03;R$ 4.079,97;Norte;Juliana;Cancelamento;R$ 58,00;Com Perda;
86;Lápis HB;Papelaria;Papelaria;13;26/07/2022;86;9;R$ 22.302,00;R$ 14.050,26;R$ 8.251,74;Centro-Oeste;Carla;Devolução;R$ 201,00;Com Perda;
23;Mouse Logitech;Acessórios;Informática;37;07/08/2017;23;3;R$ 13.698,00;R$ 9.999,54;R$ 3.698,46;Sul;Maria;Cancelamento;R$ 150,00;Com Perda;
13;Smart TV Samsung 50;TVs;Eletrônicos;60;12/08/2025;13;3;R$ 10.962,00;R$ 7.892,64;R$ 3.069,36;Norte;Marcos;Desconto;R$ 70,00;Com Perda;
100;Porta Cartão de Couro;Acessórios;Informática;9;11/10/2021;100;7;R$ 11.550,00;R$ 7.969,50;R$ 3.580,50;Sul;Bruno;Cancelamento;R$ 180,00;Com Perda;
37;Air Fryer Philips;Eletrodomésticos;Casa;36;06/03/2020;37;3;R$ 10.896,00;R$ 7.191,36;R$ 3.704,64;Centro-Oeste;Diego;Desconto;R$ 299,00;Com Perda;
55;Sapato Social Feminino;Calçados;Calçados;9;19/04/2024;55;7;R$ 32.452,00;R$ 24.014,48;R$ 8.437,52;Sul;Maria;Cancelamento;R$ 492,00;Com Perda;
11;Smart TV LG 43;TVs;Eletrônicos;18;23/09/2024;11;7;R$ 4.872,00;R$ 3.069,36;R$ 1.802,64;Nordeste;Rafael;Sem perda;R$ 0,00;Com Perda;
86;Lápis HB;Papelaria;Papelaria;93;05/09/2016;86;5;R$ 5.870,00;R$ 4.343,80;R$ 1.526,20;Sudeste;Ana;Cancelamento;R$ 234,00;Com Perda;
99;Pen Drive 128GB;Informática;Informática;47;26/07/2020;99;5;R$ 16.600,00;R$ 8.964,00;R$ 7.636,00;Nordeste;Carlos;Devolução;R$ 135,00;Com Perda;
23;Mouse Logitech;Acessórios;Informática;20;11/05/2021;23;4;R$ 11.436,00;R$ 9.034,44;R$ 2.401,56;Sudeste;Ana;Cancelamento;R$ 175,00;Com Perda;
44;Mesa de Jantar 4 lugares;Móveis;Casa;37;09/08/2024;44;3;R$ 6.726,00;R$ 4.371,90;R$ 2.354,10;Sudeste;Pedro;Sem perda;R$ 0,00;Com Perda;
33;Geladeira Samsung;Eletrodomésticos;Casa;14;17/09/2024;33;7;R$ 32.207,00;R$ 18.680,06;R$ 13.526,94;Centro-Oeste;Diego;Sem perda;R$ 0,00;Com Perda;
94;Roteador Wi-Fi;Informática;Informática;84;13/01/2025;94;2;R$ 2.062,00;R$ 1.525,88;R$ 536,12;Centro-Oeste;Carla;Devolução;R$ 455,00;Com Perda;
30;Webcam Full HD;Acessórios;Informática;97;14/04/2024;30;10;R$ 31.040,00;R$ 22.969,60;R$ 8.070,40;Nordeste;Rafael;Devolução;R$ 459,00;Com Perda;
24;Mouse Gamer Redragon;Acessórios;Informática;31;26/08/2015;24;6;R$ 12.666,00;R$ 10.006,14;R$ 2.659,86;Sul;Bruno;Devolução;R$ 231,00;Com Perda;
23;Mouse Logitech;Acessórios;Informática;10;23/04/2016;23;7;R$ 15.694,00;R$ 9.416,40;R$ 6.277,60;Centro-Oeste;Carla;Devolução;R$ 144,00;Com Perda;
84;Caderno Espiral;Papelaria;Papelaria;28;07/04/2017;84;6;R$ 26.382,00;R$ 14.246,28;R$ 12.135,72;Nordeste;Carlos;Desconto;R$ 445,00;Com Perda;
92;Monitor LG 24;Informática;Informática;60;05/04/2021;92;4;R$ 9.448,00;R$ 7.463,92;R$ 1.984,08;Nordeste;Rafael;Cancelamento;R$ 118,00;Com Perda;
15;Smart TV TCL 43;TVs;Eletrônicos;68;15/04/2018;15;1;R$ 2.276,00;R$ 1.138,00;R$ 1.138,00;Nordeste;Fernanda;Sem perda;R$ 0,00;Com Perda;
56;Chinelo Havaianas;Calçados;Calçados;86;17/10/2020;56;8;R$ 12.768,00;R$ 6.894,72;R$ 5.873,28;Sul;Maria;Cancelamento;R$ 121,00;Com Perda;
89;Impressora HP;Informática;Informática;84;01/04/2025;89;6;R$ 10.530,00;R$ 7.897,50;R$ 2.632,50;Sul;Lucas;Desconto;R$ 166,00;Com Perda;
89;Impressora HP;Informática;Informática;10;23/09/2015;89;2;R$ 9.060,00;R$ 6.432,60;R$ 2.627,40;Sul;Lucas;Devolução;R$ 355,00;Com Perda;
98;Pen Drive 64GB;Informática;Informática;23;07/06/2017;98;8;R$ 13.928,00;R$ 10.167,44;R$ 3.760,56;Norte;Marcos;Sem perda;R$ 0,00;Com Perda;
53;Tênis Puma;Calçados;Calçados;85;27/01/2017;53;10;R$ 27.940,00;R$ 14.808,20;R$ 13.131,80;Nordeste;Rafael;Cancelamento;R$ 212,00;Com Perda;
90;Impressora Epson;Informática;Informática;93;20/04/2025;90;1;R$ 697,00;R$ 390,32;R$ 306,68;Centro-Oeste;Carla;Sem perda;R$ 0,00;Com Perda;
99;Pen Drive 128GB;Informática;Informática;26;07/01/2020;99;5;R$ 7.500,00;R$ 6.000,00;R$ 1.500,00;Norte;Paula;Sem perda;R$ 0,00;Com Perda;
89;Impressora HP;Informática;Informática;29;11/05/2015;89;3;R$ 5.793,00;R$ 4.402,68;R$ 1.390,32;Sudeste;Ana;Sem perda;R$ 0,00;Com Perda;
88;Estojo Escolar;Papelaria;Papelaria;40;03/03/2016;88;3;R$ 1.398,00;R$ 950,64;R$ 447,36;Nordeste;Carlos;Desconto;R$ 493,00;Com Perda;
66;Creme Facial;Beleza;Beleza;63;12/08/2021;66;10;R$ 17.500,00;R$ 12.075,00;R$ 5.425,00;Sul;Lucas;Desconto;R$ 163,00;Com Perda;
29;Webcam HD Logitech;Acessórios;Informática;24;11/11/2023;29;5;R$ 10.105,00;R$ 7.780,85;R$ 2.324,15;Centro-Oeste;André;Devolução;R$ 129,00;Com Perda;
31;Geladeira Brastemp;Eletrodomésticos;Casa;68;24/07/2024;31;6;R$ 20.940,00;R$ 16.542,60;R$ 4.397,40;Nordeste;Rafael;Cancelamento;R$ 121,00;Com Perda;
43;Sofá 3 Lugares;Móveis;Casa;74;02/02/2016;43;8;R$ 3.848,00;R$ 3.078,40;R$ 769,60;Nordeste;Carlos;Devolução;R$ 392,00;Com Perda;
62;Vestido Casual;Roupas;Roupas;2;16/11/2021;62;8;R$ 10.808,00;R$ 8.214,08;R$ 2.593,92;Nordeste;Rafael;Devolução;R$ 95,00;Com Perda;
9;Motorola Edge 30;Smartphones;Eletrônicos;81;23/08/2019;9;4;R$ 17.416,00;R$ 12.017,04;R$ 5.398,96;Sul;Bruno;Cancelamento;R$ 162,00;Com Perda;
76;Bicicleta Ergométrica;Esportes;Esportes;98;27/09/2020;76;6;R$ 2.808,00;R$ 1.572,48;R$ 1.235,52;Nordeste;Rafael;Cancelamento;R$ 122,00;Com Perda;
84;Caderno Espiral;Papelaria;Papelaria;2;08/07/2022;84;2;R$ 8.324,00;R$ 4.744,68;R$ 3.579,32;Sul;Lucas;Devolução;R$ 480,00;Com Perda;
12;Smart TV LG 50;TVs;Eletrônicos;98;27/04/2017;12;7;R$ 23.184,00;R$ 13.214,88;R$ 9.969,12;Nordeste;Fernanda;Desconto;R$ 252,00;Com Perda;
63;Vestido Social;Roupas;Roupas;63;09/01/2017;63;3;R$ 8.598,00;R$ 4.384,98;R$ 4.213,02;Centro-Oeste;Diego;Desconto;R$ 123,00;Com Perda;
54;Sapato Social Masculino;Calçados;Calçados;47;16/04/2016;54;9;R$ 17.559,00;R$ 12.115,71;R$ 5.443,29;Centro-Oeste;Carla;Cancelamento;R$ 455,00;Com Perda;
55;Sapato Social Feminino;Calçados;Calçados;10;14/02/2023;55;9;R$ 23.922,00;R$ 14.592,42;R$ 9.329,58;Sul;Bruno;Cancelamento;R$ 134,00;Com Perda;
7;Xiaomi Redmi Note 11;Smartphones;Eletrônicos;60;18/04/2021;7;4;R$ 17.876,00;R$ 13.764,52;R$ 4.111,48;Centro-Oeste;André;Devolução;R$ 205,00;Com Perda;
92;Monitor LG 24;Informática;Informática;99;09/06/2020;92;8;R$ 4.328,00;R$ 3.462,40;R$ 865,60;Norte;Marcos;Desconto;R$ 350,00;Com Perda;
82;Palheta Limpador;Automotivo;Automotivo;62;26/01/2015;82;7;R$ 9.422,00;R$ 6.878,06;R$ 2.543,94;Sudeste;Ana;Cancelamento;R$ 445,00;Com Perda;
82;Palheta Limpador;Automotivo;Automotivo;90;28/03/2017;82;6;R$ 23.106,00;R$ 17.791,62;R$ 5.314,38;Centro-Oeste;André;Sem perda;R$ 0,00;Com Perda;
87;Mochila Escolar;Papelaria;Papelaria;43;12/02/2017;87;5;R$ 22.775,00;R$ 11.843,00;R$ 10.932,00;Centro-Oeste;Diego;Sem perda;R$ 0,00;Com Perda;
51;Tênis Nike;Calçados;Calçados;83;25/09/2020;51;10;R$ 6.740,00;R$ 4.650,60;R$ 2.089,40;Sul;Bruno;Devolução;R$ 500,00;Com Perda;
94;Roteador Wi-Fi;Informática;Informática;77;28/04/2017;94;3;R$ 2.649,00;R$ 1.801,32;R$ 847,68;Sul;Bruno;Desconto;R$ 430,00;Com Perda;
6;Samsung Galaxy S23;Smartphones;Eletrônicos;91;09/10/2024;6;9;R$ 10.881,00;R$ 7.507,89;R$ 3.373,11;Nordeste;Carlos;Cancelamento;R$ 365,00;Com Perda;
17;Notebook Dell Inspiron;Notebooks;Informática;81;19/12/2021;17;6;R$ 19.170,00;R$ 14.377,50;R$ 4.792,50;Centro-Oeste;André;Desconto;R$ 499,00;Com Perda;
78;Pneu Aro 15;Automotivo;Automotivo;48;06/02/2017;78;10;R$ 40.820,00;R$ 31.839,60;R$ 8.980,40;Nordeste;Carlos;Cancelamento;R$ 99,00;Com Perda;
21;MacBook Air;Notebooks;Informática;79;25/05/2025;21;6;R$ 23.874,00;R$ 13.608,18;R$ 10.265,82;Sudeste;João;Cancelamento;R$ 319,00;Com Perda;
8;Xiaomi Redmi Note 12;Smartphones;Eletrônicos;69;16/08/2019;8;1;R$ 4.440,00;R$ 3.285,60;R$ 1.154,40;Norte;Juliana;Sem perda;R$ 0,00;Com Perda;
23;Mouse Logitech;Acessórios;Informática;93;28/04/2016;23;3;R$ 2.907,00;R$ 2.296,53;R$ 610,47;Centro-Oeste;André;Cancelamento;R$ 318,00;Com Perda;
84;Caderno Espiral;Papelaria;Papelaria;93;11/05/2023;84;6;R$ 29.418,00;R$ 23.240,22;R$ 6.177,78;Sudeste;Ana;Cancelamento;R$ 404,00;Com Perda;
80;Óleo de Motor;Automotivo;Automotivo;2;05/07/2025;80;3;R$ 13.308,00;R$ 7.851,72;R$ 5.456,28;Norte;Juliana;Sem perda;R$ 0,00;Com Perda;
1;iPhone 13;Smartphones;Eletrônicos;56;19/12/2020;1;6;R$ 25.980,00;R$ 14.029,20;R$ 11.950,80;Centro-Oeste;Carla;Desconto;R$ 484,00;Com Perda;
29;Webcam HD Logitech;Acessórios;Informática;65;11/10/2016;29;6;R$ 7.764,00;R$ 5.046,60;R$ 2.717,40;Sudeste;João;Cancelamento;R$ 293,00;Com Perda;
85;Caneta Esferográfica;Papelaria;Papelaria;73;28/09/2023;85;4;R$ 7.864,00;R$ 4.010,64;R$ 3.853,36;Norte;Paula;Cancelamento;R$ 429,00;Com Perda;
84;Caderno Espiral;Papelaria;Papelaria;32;21/02/2018;84;4;R$ 4.344,00;R$ 3.258,00;R$ 1.086,00;Centro-Oeste;André;Cancelamento;R$ 102,00;Com Perda;
72;Bola de Vôlei;Esportes;Esportes;68;16/04/2015;72;1;R$ 4.405,00;R$ 3.127,55;R$ 1.277,45;Sul;Lucas;Sem perda;R$ 0,00;Com Perda;
78;Pneu Aro 15;Automotivo;Automotivo;98;13/07/2016;78;2;R$ 7.172,00;R$ 5.020,40;R$ 2.151,60;Norte;Paula;Devolução;R$ 143,00;Com Perda;
91;Scanner Epson;Informática;Informática;17;02/09/2023;91;9;R$ 43.902,00;R$ 34.682,58;R$ 9.219,42;Norte;Marcos;Sem perda;R$ 0,00;Com Perda;
99;Pen Drive 128GB;Informática;Informática;17;17/10/2022;99;4;R$ 6.628,00;R$ 4.904,72;R$ 1.723,28;Sudeste;Ana;Sem perda;R$ 0,00;Com Perda;
33;Geladeira Samsung;Eletrodomésticos;Casa;62;12/10/2015;33;3;R$ 10.338,00;R$ 8.167,02;R$ 2.170,98;Sul;Bruno;Cancelamento;R$ 116,00;Com Perda;
83;Caderno Universitário;Papelaria;Papelaria;83;02/05/2022;83;10;R$ 29.650,00;R$ 23.127,00;R$ 6.523,00;Norte;Juliana;Cancelamento;R$ 210,00;Com Perda;
24;Mouse Gamer Redragon;Acessórios;Informática;93;13/07/2017;24;10;R$ 9.260,00;R$ 7.222,80;R$ 2.037,20;Sul;Bruno;Cancelamento;R$ 201,00;Com Perda;
100;Porta Cartão de Couro;Acessórios;Informática;2;06/03/2019;100;6;R$ 18.084,00;R$ 9.584,52;R$ 8.499,48;Sul;Maria;Desconto;R$ 87,00;Com Perda;
85;Caneta Esferográfica;Papelaria;Papelaria;89;10/04/2024;85;2;R$ 2.052,00;R$ 1.580,04;R$ 471,96;Sul;Bruno;Desconto;R$ 363,00;Com Perda;
41;Máquina de Lavar Electrolux;Eletrodomésticos;Casa;83;16/07/2021;41;8;R$ 30.984,00;R$ 24.167,52;R$ 6.816,48;Nordeste;Fernanda;Desconto;R$ 166,00;Com Perda;
60;Jaqueta Jeans;Roupas;Roupas;45;09/01/2016;60;10;R$ 6.810,00;R$ 4.290,30;R$ 2.519,70;Norte;Marcos;Sem perda;R$ 0,00;Com Perda;
98;Pen Drive 64GB;Informática;Informática;17;06/11/2015;98;4;R$ 2.428,00;R$ 1.626,76;R$ 801,24;Norte;Marcos;Desconto;R$ 488,00;Com Perda;
2;iPhone 14;Smartphones;Eletrônicos;42;28/05/2021;2;3;R$ 12.765,00;R$ 8.935,50;R$ 3.829,50;Norte;Juliana;Sem perda;R$ 0,00;Com Perda;
23;Mouse Logitech;Acessórios;Informática;33;21/01/2022;23;10;R$ 49.010,00;R$ 32.836,70;R$ 16.173,30;Centro-Oeste;Carla;Sem perda;R$ 0,00;Com Perda;
53;Tênis Puma;Calçados;Calçados;15;22/06/2015;53;5;R$ 19.755,00;R$ 11.062,80;R$ 8.692,20;Centro-Oeste;Carla;Desconto;R$ 193,00;Com Perda;
38;Fogão 4 bocas;Eletrodomésticos;Casa;39;06/01/2024;38;2;R$ 1.114,00;R$ 880,06;R$ 233,94;Sul;Maria;Sem perda;R$ 0,00;Com Perda;
56;Chinelo Havaianas;Calçados;Calçados;49;24/11/2016;56;10;R$ 41.300,00;R$ 24.780,00;R$ 16.520,00;Sul;Lucas;Sem perda;R$ 0,00;Com Perda;
90;Impressora Epson;Informática;Informática;97;12/01/2017;90;8;R$ 1.144,00;R$ 594,88;R$ 549,12;Centro-Oeste;Diego;Devolução;R$ 239,00;Com Perda;
46;Cadeira Gamer;Móveis;Casa;36;10/06/2024;46;8;R$ 34.968,00;R$ 20.631,12;R$ 14.336,88;Centro-Oeste;Diego;Cancelamento;R$ 252,00;Com Perda;
88;Estojo Escolar;Papelaria;Papelaria;45;13/02/2018;88;7;R$ 32.361,00;R$ 25.565,19;R$ 6.795,81;Sul;Lucas;Desconto;R$ 74,00;Com Perda;
95;Switch de Rede;Informática;Informática;80;28/08/2016;95;5;R$ 19.785,00;R$ 10.090,35;R$ 9.694,65;Centro-Oeste;Diego;Cancelamento;R$ 268,00;Com Perda;
42;Sofá 2 Lugares;Móveis;Casa;9;27/04/2022;42;1;R$ 4.192,00;R$ 2.934,40;R$ 1.257,60;Centro-Oeste;André;Sem perda;R$ 0,00;Com Perda;
67;Hidratante Corporal;Beleza;Beleza;22;10/02/2017;67;3;R$ 6.246,00;R$ 4.559,58;R$ 1.686,42;Sudeste;Pedro;Desconto;R$ 158,00;Com Perda;
37;Air Fryer Philips;Eletrodomésticos;Casa;11;19/07/2024;37;3;R$ 9.075,00;R$ 6.352,50;R$ 2.722,50;Nordeste;Fernanda;Devolução;R$ 478,00;Com Perda;
62;Vestido Casual;Roupas;Roupas;20;17/06/2017;62;4;R$ 19.708,00;R$ 12.218,96;R$ 7.489,04;Centro-Oeste;André;Cancelamento;R$ 226,00;Com Perda;
98;Pen Drive 64GB;Informática;Informática;33;24/04/2021;98;3;R$ 11.202,00;R$ 6.609,18;R$ 4.592,82;Nordeste;Carlos;Desconto;R$ 472,00;Com Perda;
55;Sapato Social Feminino;Calçados;Calçados;67;18/11/2025;55;10;R$ 2.950,00;R$ 1.711,00;R$ 1.239,00;Sudeste;Ana;Sem perda;R$ 0,00;Com Perda;
13;Smart TV Samsung 50;TVs;Eletrônicos;65;13/10/2017;13;8;R$ 14.304,00;R$ 9.726,72;R$ 4.577,28;Centro-Oeste;Diego;Desconto;R$ 151,00;Com Perda;
36;Air Fryer Mondial;Eletrodomésticos;Casa;16;05/05/2016;36;2;R$ 8.614,00;R$ 6.632,78;R$ 1.981,22;Sudeste;Ana;Devolução;R$ 114,00;Com Perda;
74;Halter 10kg;Esportes;Esportes;31;24/04/2019;74;1;R$ 1.569,00;R$ 1.239,51;R$ 329,49;Sudeste;Ana;Devolução;R$ 141,00;Com Perda;
70;Bola de Futebol;Esportes;Esportes;34;18/05/2021;70;10;R$ 7.500,00;R$ 4.500,00;R$ 3.000,00;Norte;Marcos;Cancelamento;R$ 206,00;Com Perda;
25;Teclado Mecânico Redragon;Acessórios;Informática;39;02/11/2019;25;9;R$ 18.207,00;R$ 14.019,39;R$ 4.187,61;Sudeste;Pedro;Devolução;R$ 229,00;Com Perda;
30;Webcam Full HD;Acessórios;Informática;51;06/12/2023;30;4;R$ 19.980,00;R$ 14.185,80;R$ 5.794,20;Norte;Juliana;Devolução;R$ 315,00;Com Perda;
10;Motorola G200;Smartphones;Eletrônicos;79;22/03/2020;10;10;R$ 6.490,00;R$ 4.607,90;R$ 1.882,10;Sudeste;João;Desconto;R$ 122,00;Com Perda;
10;Motorola G200;Smartphones;Eletrônicos;9;22/03/2016;10;4;R$ 8.636,00;R$ 4.490,72;R$ 4.145,28;Sudeste;Ana;Desconto;R$ 257,00;Com Perda;
74;Halter 10kg;Esportes;Esportes;53;09/11/2020;74;3;R$ 1.053,00;R$ 537,03;R$ 515,97;Sudeste;Pedro;Sem perda;R$ 0,00;Com Perda;
50;Cama Box Solteiro;Móveis;Casa;69;14/11/2015;50;7;R$ 30.653,00;R$ 22.989,75;R$ 7.663,25;Sul;Maria;Sem perda;R$ 0,00;Com Perda;
1;iPhone 13;Smartphones;Eletrônicos;56;13/06/2020;1;5;R$ 15.015,00;R$ 11.111,10;R$ 3.903,90;Sul;Maria;Devolução;R$ 326,00;Com Perda;
43;Sofá 3 Lugares;Móveis;Casa;40;23/11/2018;43;2;R$ 3.984,00;R$ 3.147,36;R$ 836,64;Centro-Oeste;Diego;Desconto;R$ 361,00;Com Perda;
87;Mochila Escolar;Papelaria;Papelaria;37;26/05/2021;87;10;R$ 23.610,00;R$ 14.638,20;R$ 8.971,80;Sul;Maria;Sem perda;R$ 0,00;Com Perda;
76;Bicicleta Ergométrica;Esportes;Esportes;51;03/10/2021;76;1;R$ 222,00;R$ 142,08;R$ 79,92;Nordeste;Carlos;Cancelamento;R$ 299,00;Com Perda;
50;Cama Box Solteiro;Móveis;Casa;37;28/11/2024;50;10;R$ 20.490,00;R$ 10.859,70;R$ 9.630,30;Centro-Oeste;André;Cancelamento;R$ 67,00;Com Perda;
20;Notebook Lenovo ThinkPad;Notebooks;Informática;77;17/03/2025;20;7;R$ 1.988,00;R$ 1.371,72;R$ 616,28;Norte;Juliana;Devolução;R$ 483,00;Com Perda;
49;Cama Box Casal;Móveis;Casa;95;16/07/2024;49;7;R$ 10.682,00;R$ 5.341,00;R$ 5.341,00;Sul;Bruno;Desconto;R$ 311,00;Com Perda;
10;Motorola G200;Smartphones;Eletrônicos;61;06/08/2019;10;3;R$ 12.477,00;R$ 7.361,43;R$ 5.115,57;Norte;Juliana;Sem perda;R$ 0,00;Com Perda;
48;Guarda-Roupa Solteiro;Móveis;Casa;25;01/10/2024;48;10;R$ 12.800,00;R$ 7.296,00;R$ 5.504,00;Sul;Bruno;Devolução;R$ 443,00;Com Perda;
52;Tênis Adidas;Calçados;Calçados;8;08/06/2023;52;2;R$ 8.336,00;R$ 6.502,08;R$ 1.833,92;Centro-Oeste;Diego;Cancelamento;R$ 484,00;Com Perda;
74;Halter 10kg;Esportes;Esportes;99;06/11/2021;74;10;R$ 18.520,00;R$ 11.482,40;R$ 7.037,60;Sul;Lucas;Desconto;R$ 459,00;Com Perda;
